Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,frequency_score,repeat_buyer_flag,subscription_flag,satisfaction_flag,promo_dependency_score,discount_sensitivity_segment,avg_spend_per_visit,spending_velocity_score,customer_lifetime_value_score,customer_lifetime_value_proxy,value_tier,value_tier_numeric,normalized_frequency_score,customer_engagement_score,low_frequency_risk,retention_risk_score,loyalty_score_v1,normalized_clv,loyalty_score_v2,normalized_spending_velocity,normalized_avg_spend,normalized_retention_risk
2259,24,male,t-shirt,clothing,71,ohio,l,cyan,winter,4.3,no,store pickup,no,no,44,credit card,every 3 months,2,1,0,1,0.0,organic,1.5777777777777777,142,6390,6390,high,3,0.16666666666666666,0.4083333333333333,0.8333333333333334,0.25,0.6437499999999999,0.17940651305161126,0.29284129917590707,0.17941176470588235,0.024143208890663473,0.25000000000000006
2260,60,male,jeans,clothing,96,florida,xl,beige,spring,3.3,no,free shipping,no,no,24,cash,annually,1,1,0,0,0.0,organic,3.84,96,2400,2400,medium,2,0.0,0.15,1.0,0.5,0.38749999999999996,0.06632089108069042,0.15056525305471222,0.11176470588235295,0.07020962267917748,0.5000000000000001
2261,38,male,scarf,accessories,82,missouri,m,blue,fall,4.9,no,express,no,no,16,paypal,quarterly,3,1,0,1,0.0,organic,4.823529411764706,246,4182,4182,medium,2,0.3333333333333333,0.4666666666666667,0.6666666666666667,0.2,0.7,0.11682680044213928,0.3206933017233762,0.3323529411764706,0.09023757236973447,0.20000000000000004
2262,58,male,backpack,accessories,76,south carolina,l,gold,spring,4.4,no,standard,no,no,12,bank transfer,fortnightly,5,1,0,1,0.0,organic,5.846153846153846,380,4940,4940,high,3,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.13831023439049966,0.40595760164451805,0.5294117647058824,0.11106162753198087,0.10000000000000002
2263,53,male,backpack,accessories,22,arizona,m,green,winter,3.1,no,2-day shipping,no,no,50,paypal,monthly,4,1,0,0,0.0,organic,0.43137254901960786,88,4488,4488,high,3,0.5,0.32499999999999996,0.5,0.35,0.55625,0.1254995323526911,0.22642483632344185,0.1,0.0007985625873427835,0.35000000000000003
2264,44,male,scarf,accessories,40,indiana,xl,green,winter,3.5,no,store pickup,no,no,42,cash,quarterly,3,1,0,0,0.0,organic,0.9302325581395349,120,5160,5160,high,3,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.14454553184253038,0.2233360341841013,0.14705882352941177,0.01095702154726144,0.4000000000000001
2265,51,male,hat,accessories,92,north dakota,m,turquoise,summer,3.9,no,2-day shipping,no,no,50,paypal,monthly,4,1,0,0,0.0,organic,1.803921568627451,368,18768,18768,premium,4,0.5,0.32499999999999996,0.5,0.35,0.55625,0.5302270215117763,0.45043239870559226,0.5117647058823529,0.028748253144340187,0.35000000000000003
2266,36,male,coat,outerwear,94,montana,xl,yellow,fall,3.9,no,store pickup,no,no,10,paypal,quarterly,3,1,0,0,0.0,organic,8.545454545454545,282,3102,3102,medium,2,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.08621715840489755,0.2505681623044592,0.38529411764705884,0.1660284215684495,0.4000000000000001
2267,20,male,dress,clothing,44,missouri,m,yellow,fall,4.3,no,store pickup,no,no,32,debit card,weekly,7,1,0,1,0.0,organic,1.3333333333333333,308,10164,10164,premium,4,1.0,0.7000000000000001,0.0,0.0,0.925,0.2863702066150838,0.4749354546682205,0.4235294117647059,0.01916550209622679,0.0
2268,32,male,gloves,accessories,49,kentucky,s,blue,spring,3.8,no,express,no,no,37,venmo,weekly,7,1,0,0,0.0,organic,1.2894736842105263,343,13034,13034,premium,4,1.0,0.5,0.0,0.2,0.725,0.3677124961029391,0.4436993736360287,0.475,0.018272372886698682,0.20000000000000004
2269,66,male,sweater,clothing,26,georgia,l,charcoal,spring,2.7,no,2-day shipping,no,no,15,bank transfer,monthly,4,1,0,0,0.0,organic,1.625,104,1664,1664,low,1,0.5,0.32499999999999996,0.5,0.35,0.55625,0.04546098687753309,0.20311722776007773,0.12352941176470589,0.02510481133958874,0.35000000000000003
2270,49,male,skirt,clothing,38,kentucky,m,yellow,fall,4.4,no,store pickup,no,no,27,credit card,annually,1,1,0,1,0.0,organic,1.3571428571428572,38,1064,1064,low,1,0.0,0.35,1.0,0.3,0.5875,0.02845563019017657,0.1902535882136206,0.026470588235294117,0.019650343667113483,0.30000000000000004
2271,27,male,blouse,clothing,72,georgia,l,purple,spring,3.5,no,express,no,no,7,venmo,weekly,7,1,0,0,0.0,organic,9.0,504,4032,4032,medium,2,1.0,0.5,0.0,0.2,0.725,0.11257546127030015,0.4017543526210756,0.711764705882353,0.17528448792174087,0.20000000000000004
2272,29,male,dress,clothing,99,alaska,m,green,summer,3.4,no,free shipping,no,no,49,paypal,quarterly,3,1,0,0,0.0,organic,1.98,297,14850,14850,premium,4,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.41918204234333817,0.37151763638879576,0.4073529411764706,0.03233379916150928,0.4000000000000001
2273,29,male,jacket,outerwear,38,maine,l,charcoal,spring,4.0,no,standard,no,no,44,paypal,monthly,4,1,0,1,0.0,organic,0.8444444444444444,152,6840,6840,high,3,0.5,0.525,0.5,0.15,0.75625,0.19216053056712865,0.33857971511025975,0.19411764705882353,0.00921008850735343,0.15000000000000002
2274,55,male,coat,outerwear,96,new mexico,l,silver,winter,4.8,no,express,no,no,13,paypal,bi-weekly,6,1,0,1,0.0,organic,6.857142857142857,576,8064,8064,high,3,0.8333333333333334,0.6416666666666667,0.16666666666666663,0.04999999999999999,0.86875,0.22685145820933594,0.5137607554713068,0.8176470588235294,0.13164874654193878,0.049999999999999996
2275,57,male,dress,clothing,27,new york,l,turquoise,spring,4.5,no,next day air,no,no,38,paypal,fortnightly,5,1,0,1,0.0,organic,0.6923076923076923,135,5265,5265,high,3,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.14752146926281778,0.33712271032041763,0.16911764705882354,0.0061120751877389926,0.10000000000000002
2276,29,male,shorts,clothing,24,oklahoma,m,gray,winter,4.4,no,standard,no,no,10,debit card,weekly,7,1,0,1,0.0,organic,2.1818181818181817,168,1848,1848,low,1,1.0,0.7000000000000001,0.0,0.0,0.925,0.050675962928322424,0.3512659987896187,0.21764705882352942,0.03644349262237064,0.0
2277,31,male,jeans,clothing,82,wyoming,l,red,summer,4.1,no,2-day shipping,no,no,25,debit card,weekly,7,1,0,1,0.0,organic,3.1538461538461537,574,14924,14924,premium,4,1.0,0.7000000000000001,0.0,0.0,0.925,0.42127936966811214,0.6003889558544275,0.8147058823529412,0.05623723451633214,0.0
2278,25,male,hat,accessories,56,alabama,m,beige,summer,4.6,no,next day air,no,no,18,credit card,quarterly,3,1,0,1,0.0,organic,2.9473684210526314,168,3192,3192,medium,2,0.3333333333333333,0.4666666666666667,0.6666666666666667,0.2,0.7,0.08876796190800101,0.2879315317658396,0.21764705882352942,0.05203265700686133,0.20000000000000004
2279,61,male,gloves,accessories,25,maryland,m,maroon,fall,3.8,no,store pickup,no,no,6,cash,every 3 months,2,0,0,0,0.0,organic,3.5714285714285716,50,350,350,low,1,0.16666666666666666,0.05833333333333333,0.8333333333333334,0.55,0.30625,0.008219255732222317,0.09086693558470915,0.04411764705882353,0.06474060975957563,0.5500000000000002
2280,53,male,sneakers,footwear,67,west virginia,l,indigo,spring,2.9,no,free shipping,no,no,35,bank transfer,quarterly,3,1,0,0,0.0,organic,1.8611111111111112,201,7236,7236,high,3,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.20338406598078396,0.26775305054425474,0.2661764705882353,0.02991282358421508,0.4000000000000001
2281,22,male,shoes,footwear,21,kentucky,m,red,summer,2.8,no,standard,no,no,31,credit card,fortnightly,5,1,0,0,0.0,organic,0.65625,105,3360,3360,medium,2,0.6666666666666666,0.3833333333333333,0.33333333333333337,0.30000000000000004,0.6124999999999999,0.09352946178046084,0.23940197828982795,0.125,0.0053778199241365544,0.3000000000000001
2282,28,male,hoodie,clothing,27,kansas,xl,maroon,summer,3.0,no,store pickup,no,no,41,bank transfer,annually,1,1,0,0,0.0,organic,0.6428571428571429,27,1134,1134,low,1,0.0,0.15,1.0,0.5,0.38749999999999996,0.030439588470368165,0.1177126794940406,0.010294117647058823,0.0051050965405127924,0.5000000000000001
2283,18,male,sneakers,footwear,97,idaho,s,red,fall,4.2,no,2-day shipping,no,no,8,credit card,annually,1,1,0,1,0.0,organic,10.777777777777779,97,873,873,low,1,0.0,0.35,1.0,0.3,0.5875,0.02304225831136808,0.20571184923250824,0.11323529411764706,0.21148599188128037,0.30000000000000004
2284,44,male,handbag,accessories,45,ohio,s,black,winter,4.1,no,free shipping,no,no,34,credit card,fortnightly,5,1,0,1,0.0,organic,1.2857142857142858,225,7875,7875,high,3,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.22149477085281863,0.38948395411221204,0.3014705882352941,0.018195818954453415,0.10000000000000002
2285,32,male,blouse,clothing,63,iowa,xl,black,fall,4.1,no,express,no,no,20,venmo,annually,1,1,0,1,0.0,organic,3.0,63,1323,1323,low,1,0.0,0.35,1.0,0.3,0.5875,0.03579627582688547,0.2001757553629393,0.06323529411764706,0.05310441205829507,0.30000000000000004
2286,34,male,belt,accessories,100,michigan,l,pink,summer,4.6,no,2-day shipping,no,no,38,paypal,every 3 months,2,1,0,1,0.0,organic,2.5641025641025643,200,7800,7800,high,3,0.16666666666666666,0.4083333333333333,0.8333333333333334,0.25,0.6437499999999999,0.21936910126689907,0.32388702858066953,0.2647058823529412,0.04422808176052337,0.25000000000000006
2287,67,male,socks,clothing,38,south dakota,l,blue,spring,2.5,no,store pickup,no,no,35,venmo,quarterly,3,1,0,0,0.0,organic,1.0555555555555556,114,4104,4104,medium,2,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.11461610407278293,0.21109602858233678,0.13823529411764707,0.013509017102548747,0.4000000000000001
2288,66,male,blouse,clothing,45,nebraska,l,green,summer,3.0,no,store pickup,no,no,6,debit card,annually,1,0,0,0,0.0,organic,6.428571428571429,45,315,315,low,1,0.0,0.0,1.0,0.6,0.25,0.00722727659212652,0.06988248798371485,0.03676470588235294,0.12292159826597837,0.6000000000000001
2289,28,male,jewelry,accessories,91,california,m,orange,fall,3.8,no,next day air,no,no,50,paypal,weekly,7,1,0,0,0.0,organic,1.7843137254901962,637,32487,32487,premium,4,1.0,0.5,0.0,0.2,0.725,0.919054502168183,0.7231396639941581,0.9073529411764706,0.0283489718506688,0.20000000000000004
2290,70,male,shorts,clothing,82,nevada,m,orange,fall,4.1,no,free shipping,no,no,47,venmo,weekly,7,1,0,1,0.0,organic,1.7083333333333333,574,27552,27552,premium,4,1.0,0.7000000000000001,0.0,0.0,0.925,0.7791854434146757,0.7256560816657248,0.8147058823529412,0.026801756837692155,0.0
2291,37,male,boots,footwear,48,kansas,l,magenta,winter,3.3,no,standard,no,no,23,paypal,quarterly,3,1,0,0,0.0,organic,2.0,144,3456,3456,medium,2,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.09625031885043789,0.21349153316628072,0.18235294117647058,0.0327410660810541,0.4000000000000001
2292,28,male,coat,outerwear,30,ohio,m,indigo,spring,5.0,no,2-day shipping,no,no,13,credit card,quarterly,3,1,0,1,0.0,organic,2.142857142857143,90,1260,1260,low,1,0.3333333333333333,0.4666666666666667,0.6666666666666667,0.2,0.7,0.034010713374713036,0.24582531830860055,0.10294117647058823,0.03565011550637424,0.20000000000000004
2293,43,male,t-shirt,clothing,34,vermont,s,beige,spring,3.8,no,next day air,no,no,31,debit card,monthly,4,1,0,0,0.0,organic,1.0625,136,4352,4352,high,3,0.5,0.32499999999999996,0.5,0.35,0.55625,0.12164498483689029,0.2391933917517351,0.17058823529411765,0.013650429227390697,0.35000000000000003
2294,37,male,sweater,clothing,68,georgia,l,green,fall,3.3,no,express,no,no,16,debit card,every 3 months,2,1,0,0,0.0,organic,4.0,136,2312,2312,medium,2,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.06382677209987812,0.18062368396044753,0.17058823529411765,0.07346775803553604,0.45000000000000007
2295,54,male,sunglasses,accessories,95,maryland,m,red,winter,5.0,no,express,no,no,40,debit card,annually,1,1,0,1,0.0,organic,2.317073170731707,95,3895,3895,medium,2,0.0,0.35,1.0,0.3,0.5875,0.10869257149335373,0.23510122355208557,0.11029411764705882,0.03919773675676465,0.30000000000000004
2296,50,male,hat,accessories,22,connecticut,l,beige,spring,2.9,no,2-day shipping,no,no,45,paypal,quarterly,3,1,0,0,0.0,organic,0.4782608695652174,66,3036,3036,medium,2,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.08434656916928833,0.1863840443072901,0.06764705882352941,0.0017533656809048065,0.4000000000000001
2297,46,male,gloves,accessories,88,washington,m,green,fall,2.5,no,next day air,no,no,50,venmo,every 3 months,2,1,0,0,0.0,organic,1.7254901960784315,176,8976,8976,premium,4,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.25269960037411787,0.25849387973878435,0.22941176470588234,0.027151127969654625,0.45000000000000007
2298,60,male,socks,clothing,83,california,m,orange,summer,4.7,no,standard,no,no,1,bank transfer,quarterly,3,0,0,1,0.0,organic,41.5,249,498,498,low,1,0.3333333333333333,0.31666666666666665,0.6666666666666667,0.30000000000000004,0.5625,0.012413910381770258,0.2400311431434235,0.33676470588235297,0.8370932321820723,0.3000000000000001
2299,40,male,handbag,accessories,87,montana,l,cyan,spring,2.9,no,2-day shipping,no,no,10,cash,every 3 months,2,1,0,0,0.0,organic,7.909090909090909,174,1914,1914,medium,2,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.052546552163931635,0.18785207757110156,0.22647058823529412,0.15306992867384162,0.45000000000000007
2300,64,male,coat,outerwear,57,idaho,m,violet,summer,3.7,no,store pickup,no,no,48,credit card,every 3 months,2,1,0,0,0.0,organic,1.163265306122449,114,5586,5586,high,3,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.15661933509055354,0.2066304927718898,0.13823529411764707,0.015702348018464724,0.45000000000000007
2301,18,male,coat,outerwear,88,pennsylvania,xl,lavender,summer,4.4,no,2-day shipping,no,no,38,credit card,monthly,4,1,0,1,0.0,organic,2.2564102564102564,352,13728,13728,premium,4,0.5,0.525,0.5,0.15,0.75625,0.38738202533798144,0.4657307676918229,0.48823529411764705,0.03796243684444922,0.15000000000000002
2302,37,male,pants,clothing,20,maine,l,turquoise,winter,2.9,no,next day air,no,no,21,debit card,annually,1,1,0,0,0.0,organic,0.9090909090909091,20,440,440,low,1,0.0,0.15,1.0,0.5,0.38749999999999996,0.010770059235325794,0.10876952073236401,0.0,0.010526506833154864,0.5000000000000001
2303,36,male,belt,accessories,39,montana,l,pink,summer,3.6,no,store pickup,no,no,38,venmo,monthly,4,1,0,0,0.0,organic,1.0,156,6084,6084,high,3,0.5,0.32499999999999996,0.5,0.35,0.55625,0.17073378114105944,0.2622568233993708,0.2,0.012377720103813137,0.35000000000000003
2304,51,male,sunglasses,accessories,71,new jersey,s,beige,spring,4.8,no,2-day shipping,no,no,31,credit card,fortnightly,5,1,0,1,0.0,organic,2.21875,355,11360,11360,premium,4,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.3202675509452144,0.46228972126219764,0.49264705882352944,0.037195548013575566,0.10000000000000002
2305,26,male,hoodie,clothing,73,louisiana,l,silver,winter,4.7,no,free shipping,no,no,9,debit card,fortnightly,5,1,0,1,0.0,organic,7.3,365,3650,3650,medium,2,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.10174871751268316,0.3887493060313999,0.5073529411764706,0.1406667997604312,0.10000000000000002
2306,68,male,handbag,accessories,63,maine,m,gold,summer,2.6,no,free shipping,no,no,47,cash,weekly,7,1,0,0,0.0,organic,1.3125,441,21168,21168,premium,4,1.0,0.5,0.0,0.2,0.725,0.5982484482612023,0.5532104863031855,0.6191176470588236,0.01874126572170094,0.20000000000000004
2307,27,male,gloves,accessories,78,florida,l,silver,winter,3.4,no,standard,no,no,8,cash,bi-weekly,6,1,0,0,0.0,organic,8.666666666666666,468,4212,4212,medium,2,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.1176770682765071,0.37378501311246376,0.6588235294117647,0.1684967059293272,0.25000000000000006
2308,28,male,skirt,clothing,96,missouri,l,green,fall,3.5,no,next day air,no,no,30,debit card,annually,1,1,0,0,0.0,organic,3.096774193548387,96,2976,2976,medium,2,0.0,0.15,1.0,0.5,0.38749999999999996,0.08264603350055268,0.156279052901664,0.11176470588235295,0.055075058443189356,0.5000000000000001
2309,49,male,sunglasses,accessories,81,north dakota,m,teal,winter,3.4,no,2-day shipping,no,no,22,bank transfer,quarterly,3,1,0,0,0.0,organic,3.5217391304347827,243,5589,5589,high,3,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.1567043618739903,0.2637680952833476,0.32794117647058824,0.0637287664812034,0.4000000000000001
2310,70,male,dress,clothing,95,connecticut,s,gold,fall,5.0,no,2-day shipping,no,no,3,bank transfer,quarterly,3,0,0,1,0.0,organic,23.75,285,1140,1140,low,1,0.3333333333333333,0.31666666666666665,0.6666666666666667,0.30000000000000004,0.5625,0.03060964203724173,0.25698788451695614,0.3897058823529412,0.4756438410860451,0.3000000000000001
2311,30,male,gloves,accessories,68,virginia,m,cyan,spring,4.6,no,standard,no,no,15,paypal,monthly,4,1,0,1,0.0,organic,4.25,272,4352,4352,high,3,0.5,0.525,0.5,0.15,0.75625,0.12164498483689029,0.34919339175173514,0.37058823529411766,0.07855859452984627,0.15000000000000002
2312,27,male,sneakers,footwear,28,montana,l,gold,spring,4.8,no,2-day shipping,no,no,10,bank transfer,every 3 months,2,1,0,1,0.0,organic,2.5454545454545454,56,616,616,low,1,0.16666666666666666,0.4083333333333333,0.8333333333333334,0.25,0.6437499999999999,0.015758297196950374,0.21027030597971694,0.052941176470588235,0.04384834570500372,0.25000000000000006
2313,19,male,t-shirt,clothing,30,vermont,l,violet,summer,3.7,no,free shipping,no,no,19,cash,every 3 months,2,1,0,0,0.0,organic,1.5,60,1200,1200,low,1,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.03231017770597738,0.1472399347461117,0.058823529411764705,0.02255939309243362,0.45000000000000007
2314,64,male,dress,clothing,31,georgia,m,black,summer,4.7,no,next day air,no,no,36,bank transfer,fortnightly,5,1,0,1,0.0,organic,0.8378378378378378,155,5735,5735,high,3,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.16084233200124706,0.3476673652200443,0.19852941176470587,0.009075555891287574,0.10000000000000002
2315,42,male,handbag,accessories,95,virginia,xl,brown,winter,4.4,no,express,no,no,12,bank transfer,every 3 months,2,1,0,1,0.0,organic,7.3076923076923075,190,2470,2470,medium,2,0.16666666666666666,0.4083333333333333,0.8333333333333334,0.25,0.6437499999999999,0.068304849360882,0.2680733639429754,0.25,0.14082344088333307,0.25000000000000006
2316,69,male,socks,clothing,79,vermont,m,indigo,winter,3.5,no,2-day shipping,no,no,49,debit card,quarterly,3,1,0,0,0.0,organic,1.58,237,11850,11850,premium,4,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.33415525890655556,0.32411120336239246,0.3191176470588235,0.0241884607706129,0.4000000000000001
2317,28,male,sneakers,footwear,39,montana,l,yellow,winter,3.8,no,standard,no,no,7,debit card,annually,1,1,0,0,0.0,organic,4.875,39,312,312,low,1,0.0,0.15,1.0,0.5,0.38749999999999996,0.007142249808689737,0.11308802272715904,0.027941176470588237,0.09128568576562188,0.5000000000000001
2318,47,male,jacket,outerwear,34,new jersey,m,purple,summer,4.7,no,next day air,no,no,28,bank transfer,monthly,4,1,0,1,0.0,organic,1.1724137931034482,136,3944,3944,medium,2,0.5,0.525,0.5,0.15,0.75625,0.11008134228948785,0.30514611686014426,0.17058823529411765,0.015888641824027095,0.15000000000000002
2319,69,male,hoodie,clothing,28,wyoming,l,white,spring,3.1,no,store pickup,no,no,30,credit card,annually,1,1,0,0,0.0,organic,0.9032258064516129,28,868,868,low,1,0.0,0.15,1.0,0.5,0.38749999999999996,0.02290054700564011,0.11536813262844461,0.011764705882352941,0.010407073718918847,0.5000000000000001
2320,56,male,sandals,footwear,38,maine,xl,turquoise,winter,5.0,no,free shipping,no,no,29,paypal,monthly,4,1,0,1,0.0,organic,1.2666666666666666,152,4560,4560,high,3,0.5,0.525,0.5,0.15,0.75625,0.12754017515517388,0.3159625907160756,0.19411764705882353,0.01780794569774406,0.15000000000000002
2321,28,male,shoes,footwear,55,new mexico,m,olive,spring,3.7,no,free shipping,no,no,9,debit card,every 3 months,2,1,0,0,0.0,organic,5.5,110,1100,1100,low,1,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.029475951591417963,0.16095383795895707,0.1323529411764706,0.10401277700139748,0.45000000000000007
2322,50,male,sandals,footwear,31,colorado,m,beige,winter,3.0,no,next day air,no,no,27,debit card,fortnightly,5,1,0,0,0.0,organic,1.1071428571428572,155,4340,4340,high,3,0.6666666666666666,0.3833333333333333,0.33333333333333337,0.30000000000000004,0.6124999999999999,0.12130487770314316,0.2638292562157079,0.19852941176470587,0.014559507172803242,0.3000000000000001
2323,39,male,coat,outerwear,84,connecticut,s,lavender,spring,4.5,no,store pickup,no,no,21,venmo,fortnightly,5,1,0,1,0.0,organic,3.8181818181818183,420,9240,9240,premium,4,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.1,0.8125,0.2601819573165547,0.46037741055099024,0.5882352941176471,0.0697653314942195,0.10000000000000002
2324,35,male,gloves,accessories,93,maryland,l,white,winter,4.7,no,express,no,no,36,credit card,monthly,4,1,0,1,0.0,organic,2.5135135135135136,372,13764,13764,premium,4,0.5,0.525,0.5,0.15,0.75625,0.38840234673922286,0.4719702331234339,0.5176470588235295,0.043197919420718385,0.15000000000000002
2325,59,male,coat,outerwear,28,oregon,l,brown,winter,3.5,no,free shipping,no,no,19,debit card,annually,1,1,0,0,0.0,organic,1.4,28,560,560,low,1,0.0,0.15,1.0,0.5,0.38749999999999996,0.014171130572797098,0.11231283687694955,0.011764705882352941,0.02052305849470952,0.5000000000000001
2326,44,male,boots,footwear,55,new york,m,charcoal,summer,4.4,no,2-day shipping,no,no,47,cash,weekly,7,1,0,1,0.0,organic,1.1458333333333333,385,18480,18480,premium,4,1.0,0.7000000000000001,0.0,0.0,0.925,0.5220644503018451,0.5800754987821164,0.5367647058823529,0.01534737472549411,0.0
2327,66,male,skirt,clothing,63,oklahoma,l,maroon,winter,2.6,no,standard,no,no,38,bank transfer,annually,1,1,0,0,0.0,organic,1.6153846153846154,63,2457,2457,medium,2,0.0,0.15,1.0,0.5,0.38749999999999996,0.06793639996598928,0.14142479881162565,0.06323529411764706,0.024909009935961426,0.5000000000000001
2328,20,male,skirt,clothing,94,alabama,m,red,winter,4.2,no,2-day shipping,no,no,22,venmo,bi-weekly,6,1,0,1,0.0,organic,4.086956521739131,564,12972,12972,premium,4,0.8333333333333334,0.6416666666666667,0.16666666666666663,0.04999999999999999,0.86875,0.36595527591191224,0.5589176799025026,0.8,0.07523848377268744,0.049999999999999996
2329,45,male,pants,clothing,36,north dakota,m,maroon,fall,2.6,no,express,no,no,29,venmo,bi-weekly,6,1,0,0,0.0,organic,1.2,216,6480,6480,high,3,0.8333333333333334,0.44166666666666665,0.16666666666666663,0.25,0.66875,0.18195731655471473,0.3221654529510129,0.28823529411764703,0.01645038929926133,0.25000000000000006
2330,49,male,hat,accessories,97,nebraska,s,teal,spring,4.8,no,free shipping,no,no,42,bank transfer,annually,1,1,0,1,0.0,organic,2.255813953488372,97,4171,4171,medium,2,0.0,0.35,1.0,0.3,0.5875,0.11651503556953774,0.2384273212728676,0.11323529411764706,0.03795029412174365,0.30000000000000004
2331,60,male,backpack,accessories,63,arizona,l,orange,summer,2.9,no,store pickup,no,no,47,paypal,every 3 months,2,1,0,0,0.0,organic,1.3125,126,6048,6048,high,3,0.16666666666666666,0.20833333333333331,0.8333333333333334,0.45,0.44375,0.16971345973981805,0.21474284816383826,0.15588235294117647,0.01874126572170094,0.45000000000000007
2332,61,male,scarf,accessories,77,illinois,s,olive,spring,4.3,no,2-day shipping,no,no,10,credit card,bi-weekly,6,1,0,1,0.0,organic,7.0,462,5082,5082,high,3,0.8333333333333334,0.6416666666666667,0.16666666666666663,0.04999999999999999,0.86875,0.14233483547317405,0.45065052574894426,0.65,0.13455779596725892,0.049999999999999996
2333,36,male,scarf,accessories,53,south carolina,xl,olive,fall,2.6,no,store pickup,no,no,10,venmo,monthly,4,1,0,0,0.0,organic,4.818181818181818,212,2332,2332,medium,2,0.5,0.32499999999999996,0.5,0.35,0.55625,0.06439361732279002,0.2415083542982706,0.2823529411764706,0.09012867747146046,0.35000000000000003
2334,33,male,shirt,clothing,77,kansas,m,beige,spring,3.8,no,next day air,no,no,1,paypal,every 3 months,2,0,0,0,0.0,organic,38.5,154,308,308,low,1,0.16666666666666666,0.05833333333333333,0.8333333333333334,0.55,0.30625,0.00702888076410736,0.12103853963998656,0.19705882352941176,0.7760031942503494,0.5500000000000002
2335,49,male,boots,footwear,79,kansas,l,green,summer,4.2,no,standard,no,no,7,credit card,monthly,4,1,0,1,0.0,organic,9.875,316,2528,2528,medium,2,0.5,0.525,0.5,0.15,0.75625,0.06994870050732648,0.34404086870697603,0.43529411764705883,0.1931024156518267,0.15000000000000002
2336,31,male,coat,outerwear,37,idaho,m,black,summer,3.9,no,store pickup,no,no,10,venmo,fortnightly,5,1,0,0,0.0,organic,3.3636363636363638,185,2035,2035,medium,2,0.6666666666666666,0.3833333333333333,0.33333333333333337,0.30000000000000004,0.6124999999999999,0.055975965762548534,0.2497876664482645,0.2426470588235294,0.06050926514092815,0.3000000000000001
2337,19,male,belt,accessories,94,california,m,green,winter,3.1,no,free shipping,no,no,11,credit card,weekly,7,1,0,0,0.0,organic,7.833333333333333,658,7896,7896,high,3,1.0,0.5,0.0,0.2,0.725,0.22208995833687611,0.485378544241436,0.9382352941176471,0.15152725094829306,0.20000000000000004
2338,39,male,boots,footwear,76,north dakota,s,violet,fall,3.6,no,store pickup,no,no,5,cash,annually,1,0,0,0,0.0,organic,12.666666666666666,76,456,456,low,1,0.0,0.0,1.0,0.6,0.25,0.0112235354136553,0.08039882563007346,0.08235294117647059,0.24995008983829106,0.6000000000000001
2339,66,male,sneakers,footwear,68,georgia,s,silver,fall,4.0,no,express,no,no,21,paypal,quarterly,3,1,0,1,0.0,organic,3.090909090909091,204,4488,4488,high,3,0.3333333333333333,0.4666666666666667,0.6666666666666667,0.2,0.7,0.1254995323526911,0.3113758167155987,0.27058823529411763,0.05495562532895334,0.20000000000000004
2340,25,male,shirt,clothing,65,illinois,l,maroon,spring,3.4,no,next day air,no,no,24,bank transfer,quarterly,3,1,0,0,0.0,organic,2.6,195,4875,4875,high,3,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.4,0.5,0.13646798741603605,0.24256771716424003,0.25735294117647056,0.04495907366739869,0.4000000000000001
2341,63,male,blouse,clothing,24,delaware,m,cyan,summer,2.6,no,standard,no,no,37,credit card,fortnightly,5,1,0,0,0.0,organic,0.631578947368421,120,4560,4560,high,3,0.6666666666666666,0.3833333333333333,0.33333333333333337,0.30000000000000004,0.6124999999999999,0.12754017515517388,0.25571749267685984,0.14705882352941177,0.00487543474377699,0.3000000000000001
